Unnamed: 0,Source File,Joined Title,Joined Description,Qualified categories
46,hackgt_2021.csv,Greenspace,"GreenSpace
With a feed page to connect users, a virtual garden to track users' plants, and an automatic donation that matches plant for plant, Greenspace is committed to helping plants and the plant community thrive. We developed our prototype using Figma. First creating wireframes and working through a possible user journey, we developed this prototype with the user in mind. 


Built With
figma


Try it out



www.figma.com","Best Use of Figma, Best Sustainability Hack"
47,hackgt_2021.csv,Fishing Sim Discord Bot,"Inspiration
Given that Graham and I spend a lot of time on discord, we've come to be very familiar with discord bots - both the utility and entertainment-focused varieties. And so we wanted to make our own, featuring a game, and after some brainstorming, we settled on ""fishing sim"" as its theme.
What it does
The bot allows you to collect, trade, prepare, and cook fish through discord's messaging interface.
How we built it
Our team used discord.py, as well as visual studio code's live share feature, which allows contributors to work on a single code file, similar to Google Docs.
Challenges we ran into
Although we've both dabbled in making discord bots, Graham hadn't used discord.py before and I'm not very proficient in coding, so much of the 36 hours were spent agonizing over error messages at every newly jank feature and the API documentation with its often-opaque tools.
Accomplishments that we're proud of
Not only does our bot work (which is a feat in and of itself), but the game functions are quite satisfying and entertaining to use,
What we learned
Not only did we learn to use discord.py in making discord bots, we also became more familiar with using VS Code to collaborate as well as collaborating on projects in general.
What's next for Fishing Sim Discord Bot
We'd like to implement a profiles feature with reputation as another sort of game-progression mechanic as well as more depth in preparing and cooking fish.


Built With
discorddiscord.pyvisual-studio","Best Game, Best First-Time Hack"
48,hackgt_2021.csv,MushroomParachute,"Inspiration
We aimed to provide insights for retailers from public datasets to help them with their business. More specifically, we would like to find the importance of different features on the weekly sales of the business, and make prediction about future weekly sales based on those important features. 
What it does
We found out several features that could potentially affect the weekly sales of a retailer, they are the following: temperature of the week, price of the fuel, which month or week it is in a year, the CPI of that week, whether it is a holiday or not, whether there was a markdown or not.
The ML models showed the relative importance of different features on the weekly sales of Walmart stores and departments. Based on this information, retailers can understand better how these features affect the weekly sale, so they can act correspondingly to the change in these features. 
We also used ML models to help retailers make predictions about future weekly sales based on those features.
How we built it
We first found a dataset containing these features and the weekly sales of 45 Walmart stores with different departments. In order to eliminate the effects due to the differences between stores and departments, we chose a specific department in a specific store as our primary working dataset. 
We then chose several machine learning models to train this small dataset and obtained the relative importance of the effects caused by the features on the weekly sale of the department in that store. Finally we used a neural network model to make predictions about future weekly sales based on those important features.
Challenges we ran into
We were struggling to find good datasets from the databases, then we searched multiple times in kaggle to find an adequate one. We also were not able to eliminate the impacts of departments and stores on the weekly sales because normally these two would have the most significant impacts, but we extracted smaller data sets trying to solve this problem. However, this led to a lack of data and risks of overfitting since there were multiple features and not enough data to train the model on. 
Accomplishments that we're proud of
As emerging participants who were using ML for the first time, we successfully ran several models on the dataset we found and obtained meaningful results.
What we learned
How to clean a dataset before using any models, how to train an ML model on a dataset, what is the general process of training and testing datasets, how to interpret the results from the model that we trained datasets on.
What's next for MushroomParachute
We aim to test the model on more datasets, both in different departments and different stores. We would also incorporate features of the stores and departments and predict their effects on the weekly sale. Also, we would find datasets of other stores to confirm whether the important features we found also had profound effects on other stores. 


Built With
colabkagglepandaspythontensorflow


Try it out



github.gatech.edu","Tech for Local Business, Best use of Machine Learning/Artificial Intelligence, Best First-Time Hack"
49,hackgt_2021.csv,PurelyCurly,"Inspiration
Our team - Kendra and Kelly - both grew up with curly hair, and we've learned that curly-haired people have it hard! All the pictures of luscious, frizz-free curls can take a village and more to achieve, and we were tired of trying product after product only to find they made our hair greasy or didn't provide near the 200% moisture levels our hair needed. So, we decided to create a site to help others through their wavy and curly-haired journeys!
What it does
Our site allows established curly-haired people to input their hair type (Type 2, 3, or 4) and products that have worked for them to build a database of products that work best for them. Through our site, people who are looking for product recommendations can input their hair type and top products that have worked for others with their similar hair type will be outputted. Additionally, those who are new to understanding their curls can input a picture of their hair and our computer vision algorithm will detect the curl pattern they have to inform them.
How we built it
Our website was built with Bootstrap. The functionality was fleshed out with javascript to handle user data and PHP to process image inputs. For the computer vision algorithm, the training weights for the curl pattern detection were created using the YOLO algorithm on various images of each curl pattern. To integrate the curl pattern detection, we called a Python script, which was returned to PHP.
Challenges we ran into
The computer vision object detection was the most difficult piece of our project because it took most of the weekend to train.  Additionally, when we trained images that included the face, the algorithm learned how to detect the top of the hair.  We had to adjust the images so that only posterior hair shots were included in our training.
Accomplishments that we're proud of
We are proud of the features in our site.  We believe that these features will allow fellow wavy- and curly-headed users to get more information on how to take care of their hair. Collecting the experience data of different users makes the recommendations more accurate.
What we learned
We learned more about web development and handling user data input. Additionally, we learned how to integrate Machine Learning into websites for full functionality. Also, it is ideal for our users to input images with shots from behind to ensure the most accuracy.
Overall skill-wise, we learned more about PHP, JavaScript, Web Dev, and YOLO.  
What's next for PurelyCurly
In the future, we hope to create a more robust training set for the curl pattern detection.  This training set will include more hair colors, hair lengths, picture qualities, and angles of hair photos to accommodate as many different users as possible. Furthermore, we hope to draw patterns in the ingredients we find users with similar hair types using. For example, if Coconut Oil is a recurring ingredient in the Type 2 Hair users lists, we could also recommend that the users look out for that ingredient and recommend products with that ingredient.


Built With
bootstrapjavascriptopencvphppythonyolo


Try it out



github.com",Best use of Machine Learning/Artificial Intelligence
50,hackgt_2021.csv,ChainSwipes,"Inspiration
At a lot of colleges, meal plans are required for lowerclassman. The problem with this is that students are often unable to use up all their swipes for the day, leaving the leftover swipes wasted. In contrast, upperclassmen are usually short in swipes and sometime end up suffering in hunger. There's a supply and demand market in meal swipes, and we think we can make the best use of the swipes through a platform that connects those who need swipes to those who have extras.
What it does
ChainSwipes is an e-commerce platform where underclassmen and upperclassmen from a university can communicate to save swipes dedicated to a specific meal plan. By using this application, students can post and offer meal swipe/plan deals. There are two significant advantages to using this application. The first advantage is that the application aids in reducing the number of meal swipes that go to waste by the end of each day since each meal swipe expires after the end of each day. The second advantage is that underclassmen and upperclassmen can become more connected around campus. There is no better way to get to meet new people from different batches through a meal date!
Student's money and data is secure with the crypto wallet backed by blockchain! 
How we built it
UI
Flutter and Dart are the main technical tools used to develop the UI of the application. With Flutter, we were able to create a responsive UI for our application through simple code. 
Sales/Offers/Profiles Storage 
We integrated with the Firebase Firestore Realtime NoSQL database to store the different user sales and offers. In addition, the user profiles are also stored on the database. This allows real-time updates when running the application and enables all users across the campus to find the best deals.
User Profile Registration 
To promote security, we have integrated the Google Firebase Authentication to verify the information that users provide to run the application. This ensures that the marketplace is a safe location for the students to perform swipe transactions. 
CyptoWallet
We built SWIPES using the ERC 20 protocol for fungible tokens on the Ethereum blockchain. We implemented a smart contract in Solidity that keeps track of users' meal swipes allocations and allows them to transfer their SWIPES  to other application users. 
Challenges we ran into
Non-Technical
One major team challenge was merging all the teammates' progress into one major project. We had to work around each person's coding and working styles. Multiple merge conflicts were generated when trying to combine the mini progresses into one big final project. 
Technical
Most of the technical challenges came about because of our team's unfamiliarity with Flutter, Solidity, and Google Firebase. Debugging errors were harder because we would have to utilize both the language documentation and stack overflow to understand the errors. Without proficient experience, we also faced challenges trying to link the different technologies together on one platform. However, all the challenges were amazing learning experiences. 
Accomplishments that we're proud of
Non-Technical
As a team, we are proud of the way we managed to work together. Everyone tried to understand the technologies required to complete their responsibility and were willing to extend a helping hand to other teammates. Because of this team mindset, tiresome debugging sessions became less frustrating, and successful test runs became more enjoyable. 
Technical
Out of the many technical achievements, we are most proud of how we concurrently developed frontend and backend with technologies we just learned within the last 36 hours. We were able to create a functioning backend while developing a pleasing UI. In addition, we are also proud of how adaptive we were too new technologies. For example, we had multiple switches to and from Ethereum and Solana when generating the crypto wallet. These experiences also taught us how to adapt to new technology by using online resources and technical documentation. 
What we learned
Firstly, we learned that a planning stage of a development cycle is important and necessary. We faced multiple obstacles trying to decide between wireframes to aid us with developing our desired functionalities.
Secondly, we learned how to create our own cryptocurrency using a crypto wallet. In addition, we learned the concept of blockchain and the difference between bitcoin and ethereum. We were not at all familiar with the topics last 36 hours ago. 
What's next for ChainSwipes
Our primary goal is to make business deals between students easy and secure. As a team, we aspire to reach out and communicate with potential stakeholders to bring this application to reality. In the short term, we wish to partner up with Georgia Tech and create a platform that allows students to be engaged in secured meal swipes transactions. As for the far future, we hope to expand the scope of our platform that sells a wider variety of items, which will be similar to GT Thrift Shop but with user authentification and better security in transactions.


Built With
firebasefluttersolidity


Try it out



github.com","Best Blockchain App, Best Use of Firebase, Best Hack for College Students, Best Web3 Platform, Best Hack for Food Security"
51,hackgt_2021.csv,nokoin,"Product Summary
Our product aims to reduce coin usage and foster the utilization of digital currency by providing opportunities for the customers to deposit their changes to cryptocurrency accounts after paying cash.
Motivation & Inspiration

Due to the development of NFC and card-based payment, many people are already used to coinless and paperless payments at malls, department stores, cafes, etc. However, in some unfortunate situations when cash has to be used, receiving change is very inconvenient - even wallets these days do not have separate spots to keep the coins. We wanted to reduce this inconvenience that customers frequently face and complain about. 
According to CBS, “Americans are losing $62 million a year by tossing coins in the trash.” Also, two cents are needed to produce a penny, and 7 cents are used to make a nickel. The American government noticed these two problematic phenomena and decided to reduce the production of pennies starting from late 2022. In order to minimize the country’s economical damage, our group wanted to come up with an alternative solution to reduce coin usage.
COVID-19 pandemic raised hygiene issues for everyone, and the importance of minimizing in-person contact and social distancing has been underscored by the government and experts several times. However, when returning change to the customers, the contact between cashier and customer is unavoidable. Even if the customer uses self-checkout, the coins and bills which were touched by an uncountable number of people may cause serious health issues. By using nokoin, we would be able to minimize public health issues and possible virus infections, especially for children and the elderly. 

Product Development
Even though we only had 36 hours to plan, implement, and publish the project, we wanted to be very organized to follow the steps of the Unified Process. Due to insufficient time and resources, we, unfortunately, decided to truncate each phase’s duration and the evaluation process.
Phase I: Inception

After several discussions and brainstorming sessions, we decided to connect the world of cryptocurrency and the often-wasted coins.
We narrowed down our target businesses like stores, POS companies, and cryptocurrency transaction platforms. 
Since nokoin can increase customer satisfaction and retention by improving convenience, we expected the stores to be very interested.
If the stores choose to use our product after positive customer feedback, the POS companies would be willing to implement nokoin into their software. The possible marketplace for POS companies could be improved by nokoin.
Our product can increase the transaction and interaction between the customers and cryptocurrency companies by improving the accessibility to cryptocurrency. 
We came up with several use cases and system diagrams in the shoe of customers trying to purchase stuff using cash and receiving coin change afterward.
We researched cryptocurrency APIs that we can utilize for project implementation and concluded to import the Ethereum API (Web3). Also, for increased customer convenience and security, we decided to make use of QR codes by importing Dynamsoft API.

Phase II: Elaboration
Based on the user story we created, we implemented the requirements that were detected from the Inception phase. For quick and concise development, we also designed a System Diagram.

The POS shows the customer how much he or she needs to pay and payment options. After inserting cash into POS, the user will be provided with two choices: receiving coin and bill change and Ethereum. The functionalities for buttons were built using JavaScript, HTML, and CSS, and the User Interface for the POS was built using Adobe Creative Suite.
If the customer chooses the Ethereum option, the POS will try to scan the customer’s QR code. In the POS system, our application will be represented in Heroku and provide a scanner where the customers can pull up their QR codes. The Dynamsoft API will decode the QR code so that the system can verify whether the customer has a valid Metamask account, a digital currency wallet. 
Through creating an actual Metamask account, we tested whether our QR code scanner works. 
When the QR code validation is over, the Ethereum API (Web3) functions will work on transferring the purchased cryptocurrency into the customer’s digital wallet. Web3 will fetch the unique address of the customer from the Metamask and then transfer the digital currency. We fulfilled these requirements by modifying the Web3 API using python.
After implementing each functionality, we always made sure that digital currency transaction works by, again, actually creating accounts, mining a bit of Ethereum, and transferring those between accounts. 
To mitigate the risks and edge cases, we did not forget to implement the functions to pop an error when wrong QR codes are scanned. Also, for a better User Experience, we constructed functions for the ‘go back’ button. An architecture diagram was designed to visualize the interaction among the three big portions of our system.

Phase III&IV: Construction and Transition
After finishing fulfilling our requirements and constructing our application, we tested all of the use cases we came up with. Also, we brainstormed about rooms for improvement and asked for advice from the senior developers at various companies who were willing to help!
Future improvements

We did not our product to just stop at transferring change to cryptocurrency; to provide better customer service, we wanted to give more options for transferring excessive change. Not only nokoin transfers change into cryptocurrency but also bank accounts. We thought of providing services that can build a data and budget transfer network so that the customers can directly send their changes to one of their bank accounts, such as Venmo, PayPal, or Bank of America. By doing so, many of our target companies will get a chance to widen their markets. Stores will be able to exponentially increase customer retention and satisfaction. POS companies will grab a chance to develop and implement software for direct change and traditional bank account transactions. Cryptocurrency companies will compete with the traditional banking services and also collaborate with the traditional banks for better customer services.
Also, the gas fee for cryptocurrency transactions should be marketed very carefully. Since we are handling with small amount of money, some customers might be very bothered and discouraged to use our product because of the gas fee. Our solution for this problem was to focus more on the amount of digital currency that was transferred, not the gas fee that was taken away. Also, we can assure that the companies - especially the cryptocurrency companies - advertise how valuable cryptocurrency is and how investable it is.
We wanted the customers to use our product safely, and this goal was one of the reasons why we chose to use QR codes for authentication. However, we recognize some unexpected issues and hacking attacks might happen. Currently, the security issues are out of our abilities due to a lack of time and resources. We would like to delve into this part very soon.

Prerequisites for this project

Python3, web3
Node.js
Express



Built With
cssdynamsoftethereumherokuhtmljavascriptmetamasknode.jspythonweb3


Try it out



hackgt8.herokuapp.com



github.com","Best Web3 Platform, Best Improvement of Retail Experience"
52,hackgt_2021.csv,Puppy Machine,"Main screen of the game


 

Inspiration
We like animals and education.
What it does
Emits animal sounds upon keypresses.
How we built it
We used Phaser 3, which utilizes Javascript and HTML to run the program as a web app.
Challenges we ran into
None of our group has used Javascript, HTML, or Phaser; it took a lot of time learning how to use these components.
Accomplishments that we're proud of
We're proud of creating a functional web app, and of learning valuable skills that could be applied to future projects.
What we learned
We learned the fundamentals of web app development and became familiar with Javascript and Phaser.
What's next for Puppy Machine
We plan to make the design more visually pleasing by incorporating graphic design principles, and adding more animals to give the experience more variety and educational value.


Built With
htmljavascriptphaser.jsphasereditor2d",Best First-Time Hack
53,hackgt_2021.csv,Project Avocado,"Inspiration
With avid travelers in our group, we realized that prices for foods were very different depending on various factors, including location and date. One of our favorite foods including avocados, we decided to focus on avocado prices. Avocado prices have also been increasing due to their health benefits. Therefore, to help farmers decide on a retail price for their products, we have created this program.
What it does
We provide a simple machine learning algorithm that utilizes a random forest regression to predict the price of an avocado-based on various parameters.
Our parameters are total volume of avocados, # of small avocados, # of medium avocados, # of large avocados, # of avocados per sale, type of avocado (conventional or organic), year of the sale, and region of the sale (selected from one of 52 possible locations in the US). 
The retailer can input these numbers into the fields, and then they can see an approximated per unit retail price!
How we built it
The code was mostly adapted from the official sci-kit learn documentation.
After completing the model, we used joblib and flask to create a website to implement our model in a more user-friendly way. We used a YouTube tutorial to help guide us through the steps of implementing flask.
Challenges we ran into
We had two sources of data for our ML algorithm: a more recent, detailed dataset from 2019 to 2021 and an older, less detailed dataset from 2015 to 2018. In order to use both sources, we had to put in the effort and make them compatible. It took some serious Pandas, but we pulled through and managed to make it work! 
Accomplishments that we're proud of
We are happy that we were able to not only run machine learning tests on our public data but that we were also able to deploy it into a live web app that is user-friendly.
What we learned
We learned how to deploy a live web app on Flask and implement a machine learning algorithm.
What's next for Project Avocado
As first-time participants of hackathons, we all chose to engage in the emerging track, where we could more easily settle into the system of hackathons. We plan to improve upon our experiences by learning more about the different areas of development that we are interested in, working more efficiently in a team environment, and choosing a more challenging track in future hackathons. Although predicting avocado prices may be at an end for this year, but we are excited to improve and create even more useful and creative programs in the years to come.


Built With
cssflaskhtml5numpypandaspythonscikit-learn


Try it out



github.com","Best First-Time Hack, Best use of Machine Learning/Artificial Intelligence, Best Use of Data "
54,hackgt_2021.csv,Yellow JackEats,"Inspiration
As students, we have seen both the highs and the lows of on-campus dining halls. Sometimes, going to a dining hall is inconvenient given our academic and work schedule, not to mention super long lines.
We spoke with our peers about some of their dining frustrations. And so, given the ongoing rise in digital gig economy apps like Uber and Doordash, we found a glaring opportunity in an on-campus dining hall delivery service for college students.
What it does
Yellow JackEats is a web app that provides a dynamic marketplace for dining hall food delivery. Our platform enables students to (a) make orders from any dining halls on campus and (b) sign up to deliver meals to others.
Some benefits of Yellow JackEats include...

Convenient on-demand delivery
Source of income for students who deliver
Shorter dining hall lines
A dashboard of popular orders for the dining hall staff to plan the menu accordingly

How we built it
Our web app was written with a Python-Flask backend and a HTML/CSS/JS frontend. We also made use of Bootstrap's minimalistic and dynamic styling frameworks for the frontend.
On the backend, we built our user authentication system using SQLAlchemy where we created a database for all users and orders. Using Python's beautifulsoup library, we scraped data from Tech Dining's Nutrislice webpage which contains live menus. This allowed us to create checbox forms for each on-campus dining hall locations for students to order from. And finally, we used Twilio API to send the customer a notification when a student decides to deliver the customer's meal.
Challenges we ran into
The two biggest challenges that we ran into were in the database for user authentication and scraping Tech Dining's menu website.
With SQLAlchemy, we found that entering in user data was quite straightforward. However, since we were relatively new with SQL, we found it very challenging to create table structures that allowed us to retrieve and update data (since we updated users' accounts every time an order was made).
Additionally, it was quite complicated to scrape the data from the Tech Dining website due to the layout of the menu. The menu was organized by day of the week, so we had to determine the day of the week and filter accordingly. We also had to make sure that students were able to order breakfast items during breakfast time, lunch items during lunchtime, etc.
Accomplishments that we're proud of
We are proud of how we managed to make our delivery service user-friendly using a very straightforward navigational bar. We are also proud of how our website can handle new users logging in, ordering, and delivering concurrently from multiple devices. This means that our project has the potential to be scaled to a large user base.
What we learned
Given the user authentication, ordering, and delivery capabilities, our web app had many pages. Thus, we spent a lot of time organizing many html pages which began with diagramming mockups. Approaching this web app from diagrams as opposed to immediate coding allowed us to subdivide the app into multiple screen frames. So we learned how to organize complex web file directories and consolidate this on a user-friendly website. 
Additionally, we learned a lot about SQL commands which we used to put, access, update, and remove entries from our user and order database. Having completed this project, we definitely feel a lot more confident in our abilities to work with large-scale databases going forwards.
What's next for Yellow JackEats
We are super excited for the future of Yellow JackEats, but there are some additional steps needed before a campus launch. Firstly, we would like to deploy our web app to a hosted domain on Heroku, Netlify, etc.
Additionally, we would like to find a way to connect with BuzzCard technology so that the delivered meal can be appropriately accounted for on the orderer's meal plan. This can be achieved by giving all deliverers a RFID that models the BuzzCard every time they accept on order, or we can create a scannable QR code that enables digital meal plan verification.
Yellow JackEats,
Fulfilling Tech's appetite one delivery at a time :)


Built With
bootstrapcss3flaskhtml5javascriptjinjapythonsqlsqlalchemysqlitetwilio


Try it out



github.com","Best Use of Data, Best Hack for College Students, Most Creative Use of Twilio"
55,hackgt_2021.csv,MiniMall,"Inspiration
We were inspired by the gamification challenge set by NCR and looked into different ways we could gamify retail. Personally, all four of us are very interested in gaming as well so we thought it was the perfect opportunity to combine our interests with the possibilities in retail. We found that there aren't many retail companies pursuing gamification through world-building games so we wanted to pursue the opportunities there.
What it does
Our intention for MiniMall is to have an interface where users have their own accounts and build their mall through logging purchases with partnering companies. Through their purchases, they earn coins which in turn can be used to buy/upgrade shops in their mall, which unlock greater rewards. These rewards come in the coupons and discounts that they get to purchase to use in stores. Within our website, we have included functionalities in the purchases and upgrades, as well as quests, which are special goals for users to do to continue earning rewards.
How we built it
We primarily used HTML to build the webpage as well as CSS to format the HTML webpage and Javascript to implement many of the functionalities behind it.
Challenges we ran into
The main challenges that we ran into were learning how to use HTML, CSS, and Javascript since all of us have very little experience with WebDev and using these languages. So a huge part of this was learning how to use these tools and implement them effectively. 
Accomplishments that we're proud of
Two of the biggest accomplishments that we are proud of are the implementation of a global variable with the number of coins and the artistic design of the building. We had a lot of trouble implementing the Javascript functionalities with the HTML code so figuring out how to do that was a huge accomplishment in that it helped bring the other functionalities together. The other accomplishment was the artistic presentation of the mall where we were particularly proud of how it looked.
What we learned
Throughout this project, we learned a lot about WebDev and using HTML, CSS, and Javascript together, implementing them to create an entire project. We also learned a lot about setting up an environment to create our project. Many of us have never completed a full project from scratch so it was a great experience learning how to do that.
What's next for MiniMall
Next, we hope to do more research on different coding implementations and databases that we can utilize. This will allow us to extend the capabilities of MiniMall and be able to fully host a variety of clients and their information.


Built With
csshtmljavascript


Try it out



github.com","Best Improvement of Retail Experience, Best Gamification Hack"
56,hackgt_2021.csv,Rewardr,"Inspiration
As more and more businesses discover the power of customer loyalty, our email inboxes get more and more cluttered with promotions, and we have to keep track of more and more rewards accounts. According to Invesp, a company specializing in conversion rate optimization, “a 5% increase in customer loyalty can increase the average profit per customer by 25%-100%” 1. 
So, how do companies foster loyalty? One way is through customer loyalty rewards, where companies reward loyal shoppers with points and other benefits. While large businesses have the resources to engineer a complex customer loyalty system, creating one from scratch is much too costly for small businesses. This makes it much harder for local mom-and-pop businesses to compete against the likes of Amazon. 
What it does
Rewardr would create significant value for both the consumer and the seller. 
On the consumer’s side, we provide:

 Rewards—in exchange for your loyalty, you get to earn points through various means which can be redeemed for coupons or free food
 One unified dashboard—view all your loyalty rewards, instead of having to remember and login to each separate business’ website
 Convenience—customers can easily identify their account through a state-of-the-art facial recognition or through a QR code
And on the seller’s side, we provide:
 A SaaS platform—easy and cheap for businesses to host their loyalty rewards program through us
 Results—customer loyalty rewards programs can boost average profit per customer up to 200%, and 69% of consumes choose retailers based on the availability of rewards points 1
 Cost-effectiveness—faster checkout at the point-of-sale means better customer service, happier customers, and better reviews

How we built it
Our website uses several frameworks/libraries to make it run:

 ReactJS—frontend to our website
 Flask—backend to our website
 serengil/DeepFace—helps represent faces in a hash vector which is stored in our database
 Google Cloud—we use Compute Engine to host our server, Cloud Storage to store our images, and Cloud SQL to host our MySQL database

Challenges we ran into
We had a few major challenges while building the website, but eventually we resolved all of these issues:

 Getting the frontend to be able to talk to the backend using cookies
 Transferring the facial id data from the business to our servers require a base64 encoding, but the receiver (backend) wouldn’t be able to decode the base64 string

Accomplishments that we're proud of
Here’s what we’re proud of:

 Learning how to take advantage of cloud platforms (Google Cloud)
 Implementing a facial recognition component that’s fast and secure
 Creating a complex app that routes data between businesses, users, and the server in 36 hours with the help of diagramming
 Building a product from start-to-finish that creates real-world value

What's next for Rewardr
We have the foundations of a solid loyalty rewards system. The best way to improve our service is to talk to local small businesses and slowly build a customer base. There are many features we could implement, such as friend referral bonuses, a mobile app, customer loyalty tiers, more analytics, and more integration into payment services like Stripe. We believe that we have a strong business model that allows us to grow and expand our services that benefit both customers and businesses. 


Built With
deepfaceflaskgoogle-cloudreact


Try it out



github.com



hackgt.aaron.graubert.com","Best Improvement of Retail Experience, Tech for Local Business, Most Technically Challenging, Best Improvement of Customer Experience, Best Use of Google Cloud API, Best Use of React, Best use of Machine Learning/Artificial Intelligence"
57,hackgt_2021.csv,SystemStability,"Inspiration
Controls Theory can be quite fun... but also intimidating. This should help during the learning and practice of determining the system quality.
What it does
Input the transfer function to test and it returns if the system is stable and graphs the time response.
How we built it
Using Julia and Pluto notebooks
Challenges we ran into
the find_zeros function returned empty vectors; also, the transfer function... function had some trouble with inputs.
Accomplishments that we're proud of
Utilizing the interactive nature of Pluto notebooks; learned about useful libraries (particularly ControlSystems.jl)
What we learned
What's next for SystemStability
Make it run!


Built With
juliapluto


Try it out



github.com",
58,hackgt_2021.csv,GT Scheduler Account Sync,"Inspiration
GT Scheduler is a popular open source application that is used by students at Georgia Tech to browse and schedule classes. It improves on the university-provided software by employing modern UI/UX practices while still sourcing the data from the same place (ensuring that it is accurate). On its days where its usage peaks (generally when class registration is going on), the app sees upwards of 5,000 visits, making it a valuable tool for many GT students.
For my HackGT project, I wanted to contribute new features to it, and the way I determined what to add was to see what the broader userbase most wanted in the app:

Because the app includes a small feedback form in the bottom right, it was easy to collate these responses into a short-list of the top requested features. Near the top of these was the ability to synchronize schedules between devices by logging in with an account, since normally each device has its own independent schedule storage. I figured I could implement this in a weekend, and so I set out to add account login/sync to GT Scheduler.
What it does
In this project, I created a PR to the existing open source repository containing my implementation of account login/sync. Specifically, it adds the following new features:

In the top right, users now have the option to ""Sign in."" The app will continue to work as it does now, where it stores schedule data locally on the device, but if the user chooses to login, they will be presented with a login modal where they can select an identity provider:





Once they log in for the first time, the app will upload their schedule data to the cloud and associate it with their account, so that they can log in using the same account on other devices and see the same schedules:





Whenever any changes are made to the schedule, they will be instantly synced to the cloud and will update any other devices that also have the app open.
If the user decides to switch accounts or stop using the cloud data syncing, they can log out of their account at any time, which will restore the app to its original behavior of storing schedule data locally:




How I built it
The existing GT Scheduler app is built using React and TypeScript, so this project involved using these same tools to build out the UI and business logic components of an account login/sync feature. Additionally, because the app already had structure in place for tasks like asynchronous data loading and organizing UI components, my implementation had to fit into the existing patterns. A short list of the most notable code-level changes this involved is:

Splitting the UI State (the current semester/schedule version that is selected) and Account State (list of all schedule versions) so that the account state can be optionally uploaded to the cloud (while the UI state remains stored locally on the device)
Pulling the schedule data migration logic (similar to database migrations) out into a re-usable component so that both the local data storage and the cloud data storage can gracefully handle future schema changes.
Forking the graph of asynchronous data loading stages that the app uses to provide two paths to get the schedule data: the old method of local storage, and the new method of cloud storage via Firebase Cloud Firestore.
Adding the ""account drop-down"" UI element in the top-right of the app, and ensuring that it looks acceptable in all contexts (such as in light/dark theme, or on different device screen sizes)
Adding the ""login modal"" that can be opened to start the sign-in using Firebase Authentication
Passing information about the currently logged-in user (or lack thereof) throughout the app so that it can be accessed in any location

Challenges I ran into
This project was well-scoped for this hackathon, and as a result, I was able to complete the work I had set out to do by the end of the weekend. As such, the challenges I ran into were mostly technical in nature. While most of them were easy to solve, one in particular stands out as a pain-point that hit me a few times.
Specifically, the library that the app uses for showing modals (dialogs) to the user is called SweetAlert, and is generally a convenient library to do so. However, when I was adding the login modal, I found out that SweetAlert's React wrapper is somewhat deceptive: while it provides a seamless integration with a React app by letting the developer pass in a React element as the modal content, the React element that is passed ends up behaving differently than it would normally. This breaks a lot of assumptions normally made when writing React code, and was in general a pain to work around.
Accomplishments that I'm proud of
I'm proud that I was able to implement this major feature over the course of a weekend, and use tools (Firebase auth and cloud firestore) that I hadn't used before. Hopefully this feature will be useful to other students in the future, and if the feedback given by the users is any indicator, it will be.
What's next for GT Scheduler Account Sync
Now that the main functionality has been implemented for account sync, I just need to add a few finishing touch-ups/clean-ups before the Pull Request (at gt-scheduler/website#93) is ready for review.
Afterwards, it will be time to launch the feature to the broader userbase. With the release of the Spring 2022 course schedule being imminent (at the time of writing this on October 24th, there are 3 days until the schedule is released), it's the perfect time to launch this feature so that users can test it out when making their Spring 2022 schedules. My plan for this is to make another PR to add a modal when users first open the app informing them of the new features, and I might also make a Reddit post to spread the word.


Built With
figmafirebasefirebase-authenticationfirebase-cloud-firestoregithubgoogle-accountreacttypescript


Try it out



gt-scheduler-jazev-dev.netlify.app



github.com","Best Use of React, Best Use of Firebase"
59,hackgt_2021.csv,Folkus,"Life-Long Bond. What's up?


 

Inspiration
Stress out from the hell week. How can we study more efficiently?
What it does
Base on the specific courses you are studying for, recommend study time for you to focus. Allow user to set a timer, so the user can stay out of their phone while studying.
How we built it
Trial and error. Pain and tears. Good teamwork. Android Studio and Java.
Challenges we ran into
Code crashes because Android studio automatically generates replicated files. And a lot more. 
Accomplishments that we're proud of
Establishing life-long brotherhood.
What we learned
Whatever can go wrong, will go wrong. But we truly learn a lot overcoming these problems.
What's next for Folkus
Make suggestion time based on user input, add calendar, create better interface...


Built With
android-studiojava


Try it out



github.com","Efficiency Boosters Prize, Best Android App"
